X6005.3SA	X6005.3SB	X6005.3SC	DMSO5.3A	DMSO5.3B	DMSO5.3C
Rps19-ps2_24325	2663	2300	2326	2036	2443	1862
Trav12d-2_24326	0	0	0	0	0	0
Trav9d-3_24327	0	0	0	0	0	0
Unknown_24328	0	0	0	0	0	0
Trav12d-3_24329	0	0	0	0	0	0
Trav13d-2_24330	1	0	2	1	0	0
Trav14d-2_24331	0	0	0	0	0	0
Unknown_24332	0	0	0	0	0	0
Trav3d-3_24333	0	0	0	0	0	0
Unknown_24334	0	0	0	0	0	0
Trav4d-4_24335	0	0	0	0	0	0
Trav5d-4_24336	0	0	0	0	0	1
Trav6d-7_24337	0	0	0	0	0	0
Trav13d-3_24338	3	2	0	1	2	5
Trav8d-2_24339	0	0	0	0	0	0
Trav16d-dv11_24340	1	0	0	0	0	0
Trav13d-4_24341	2	3	5	1	5	1
Trav14d-3-dv8_24342	0	1	0	0	0	1
Trav7n-4_24343	1	0	0	0	0	0
Trav9n-1_24344	0	0	0	0	0	0
Unknown_24345	0	0	0	0	0	0
Trav10n_24346	0	0	0	0	0	0
Trav6n-6_24347	0	0	0	0	0	0
Trav12n-1_24348	0	0	0	0	0	0
Trav14n-1_24349	0	2	1	0	2	0
Unknown_24350	29	35	28	16	12	15
Trav15n-1_24351	0	0	0	0	0	0
Trav9n-2_24352	0	0	0	0	0	0
Trav4n-3_24353	0	0	0	0	0	0
Rps19-ps1_24354	3981	3365	3235	3100	3764	2822
Trav12n-2_24355	0	0	0	0	0	0
Trav9n-3_24356	0	0	0	0	0	0
Unknown_24357	0	0	0	0	0	0
Trav12n-3_24358	0	0	0	0	0	0
Trav13n-2_24359	0	0	0	0	0	0
Trav14n-2_24360	0	0	0	0	0	0
Unknown_24361	0	0	0	0	0	0
Trav3n-3_24362	0	0	0	0	0	0
Trav9n-4_24363	0	0	0	0	0	0
Trav4n-4_24364	0	0	0	1	0	0
Trav5n-4_24365	0	0	0	0	0	0
Trav6n-7_24366	0	0	0	0	0	0
Unknown_24367	0	0	0	0	0	0
Trav13n-3_24368	0	2	0	2	2	2
Trav8n-2_24369	0	0	0	0	0	0
Trav16n_24370	2	3	2	3	4	0
Trav13n-4_24371	8	5	10	27	20	27
Trav14n-3_24372	0	4	7	5	7	12
Unknown_24373	0	0	0	0	0	0
Trav4-2_24374	0	0	0	0	0	0
Trav6-3_24375	0	0	0	0	0	0
Trav7-3_24376	0	0	0	0	0	0
Trav6-4_24377	0	0	0	0	0	0
Trav7-4_24378	0	0	0	0	0	0
Trav8-1_24379	0	0	0	0	0	0
Trav9-1_24380	0	0	0	0	0	0
Trav6-5_24381	0	0	0	0	0	0
Trav10_24382	0	0	0	0	1	0
Trav6-6_24383	0	0	0	0	0	0
Trav11_24384	0	0	0	0	0	0
Trav12-1_24385	0	0	0	0	0	0
Trav13-1_24386	0	2	0	1	0	0
Trav14-1_24387	0	0	0	0	0	0
Trav15-1-dv6-1_24388	0	0	0	0	0	0
Trav9-2_24389	0	0	0	0	0	0
Trav4-3_24390	0	0	0	0	0	0
Trav12-2_24391	0	0	0	0	0	0
Trav12-3_24392	0	0	0	0	0	0
Trav13-2_24393	1	7	0	1	4	0
Unknown_24394	0	0	0	0	0	0
Trav15-2-dv6-2_24395	0	0	0	0	0	0
Trav3-3_24396	0	0	0	0	0	0
Trav9-4_24397	0	0	0	0	0	0
Trav4-4-dv10_24398	0	0	0	0	0	0
Trav5-4_24399	0	0	0	0	0	0
Trav6-7-dv9_24400	0	0	0	0	0	0
Trav7-6_24401	0	0	0	0	0	0
Trav13-3_24402	0	1	2	0	1	0
Trav8-2_24403	0	0	0	0	0	0
Trav16_24404	0	1	0	0	0	1
Trav13-4-dv7_24405	10	12	10	4	3	7
Trav14-3_24406	5	6	10	3	7	5
Trav3-4_24407	0	0	0	0	0	0
Trav13-5_24408	88	89	105	28	37	17
Trav17_24409	0	1	2	1	2	1
Trav18_24410	0	0	0	0	0	0
Trav19_24411	0	0	0	0	0	0
Trav20_24412	0	0	0	0	0	0
Trav21-dv12_24413	0	0	0	0	0	0
Trdv1_24414	0	0	0	0	0	0
Trdv2-1_24415	0	0	0	0	0	0
Trdv2-2_24416	0	0	0	0	0	0
Trdv4_24417	0	0	0	0	0	0
Trdd1_24418	0	0	0	0	0	0
Unknown_24419	0	0	0	0	0	0
Trdd2_24420	0	0	0	0	0	0
Trdj1_24421	0	0	0	0	0	0
Trdj2_24422	0	0	0	0	0	0
Trdv5_24423	0	0	0	0	0	0
Traj61_24424	0	0	0	0	0	0
Traj60_24425	0	0	0	0	0	0
Traj59_24426	0	0	0	0	0	0
Traj58_24427	0	0	0	0	0	0
Traj57_24428	0	0	0	0	0	0
Traj56_24429	0	0	0	0	0	0
Traj55_24430	0	0	0	0	0	0
Traj54_24431	0	0	0	0	0	0
Traj53_24432	0	0	0	0	0	0
Traj52_24433	0	0	0	0	0	0
Traj51_24434	0	0	0	0	0	0
Traj50_24435	0	0	0	0	0	0
Traj49_24436	0	0	0	0	0	0
Traj48_24437	0	0	0	0	0	0
Traj46_24438	0	0	0	0	0	0
Traj45_24439	0	0	0	0	0	0
Traj44_24440	0	0	0	0	0	0
Traj43_24441	0	0	0	0	0	0
Traj42_24442	0	0	0	0	0	0
Traj41_24443	0	0	0	0	0	0
Traj40_24444	0	0	0	0	0	0
Traj39_24445	0	0	0	0	0	0
Traj38_24446	0	0	0	0	0	0
Traj37_24447	0	0	0	0	0	0
Traj36_24448	0	0	0	0	0	0
Traj35_24449	0	0	0	0	0	0
Traj34_24450	0	0	0	0	0	0
Traj33_24451	0	0	0	0	0	0
Traj32_24452	0	0	0	0	0	0
Traj31_24453	0	0	0	0	0	0
Traj30_24454	0	0	0	0	0	0
Traj29_24455	0	0	0	0	0	0
Traj28_24456	0	0	0	0	0	0
Traj27_24457	0	0	0	0	0	0
Traj26_24458	0	0	0	0	0	0
Traj25_24459	0	0	0	0	0	0
Traj24_24460	0	0	0	0	0	0
Traj23_24461	0	0	0	0	0	0
Traj22_24462	0	0	0	0	0	0
Traj21_24463	0	0	0	0	0	0
Traj20_24464	0	0	0	0	0	0
Traj19_24465	0	0	0	0	0	0
Traj18_24466	0	0	0	0	0	0
Traj17_24467	0	0	0	0	0	0
Traj16_24468	0	0	0	0	0	0
Traj15_24469	0	0	0	0	0	0
Traj14_24470	0	0	0	0	0	0
Traj13_24471	0	0	0	0	0	0
Traj12_24472	0	0	0	0	0	0
Traj11_24473	0	0	0	0	0	0
Traj9_24474	0	1	0	0	0	0
Traj8_24475	0	0	0	0	0	0
Traj7_24476	0	0	0	0	0	0
Traj6_24477	0	0	0	0	0	0
Traj5_24478	0	0	0	0	0	0
Traj4_24479	0	0	0	0	0	0
Traj3_24480	0	0	0	0	0	0
Traj2_24481	0	0	0	0	0	0
Traj1_24482	0	0	0	0	0	0
Unknown_24483	0	0	0	2	3	3
Dad1_24484	2664	3903	3755	2725	4222	3101
Abhd4_24485	2559	2346	2350	1711	1890	1483
Olfr49_24486	0	0	1	0	1	0
Oxa1l_24487	2154	2364	2145	1985	2954	2208
Slc7a7_24488	71	100	82	196	291	168
Mrpl52_24489	796	747	778	519	677	499
Mmp14_24490	0	0	0	1	0	0
Gm24424_24491	0	0	0	0	0	0
Lrp10_24492	9221	10247	9664	6414	8511	5908
Rem2_24493	2	3	16	3	4	5
Prmt5_24494	4505	4968	4714	3541	5536	4448
Haus4_24495	2405	2894	2677	1538	2411	1673
Ajuba_24496	292	285	270	176	144	121
Unknown_24497	0	0	0	0	0	0
4931414P19Rik_24498	234	271	235	233	342	235
Psmb5_24499	4112	4087	3811	3896	5503	4232
Mir686_24500	1634	1576	1478	1476	2203	1646
Psmb11_24501	5	4	5	3	5	4
Cdh24_24502	881	617	804	376	400	404
Unknown_24503	218	149	187	81	96	85
Unknown_24504	995	938	903	529	742	611
Acin1_24505	17737	16990	16408	10290	14143	11179
Unknown_24506	1486	1410	1406	752	1160	872
1700123O20Rik_24507	3043	3010	2847	1977	3042	1979
Cebpe_24508	337	484	368	2318	2326	1762
Slc7a8_24509	8258	6422	6236	2450	3895	3032
Unknown_24510	40	49	45	36	44	33
Homez_24511	1300	1174	1145	658	976	700
Ppp1r3e_24512	1071	903	909	363	471	398
Bcl2l2_24513	2258	1504	1476	1316	1486	1192
Unknown_24514	4467	3953	3844	2790	4056	3248
Bcl2l2_24515	5138	4591	4574	3089	4653	3755
Slc22a17_24516	15	20	24	10	5	2
Efs_24517	0	1	0	0	0	0
Il25_24518	0	0	0	0	0	0
Cmtm5_24519	0	0	0	0	0	0
Myh6_24520	0	0	1	2	8	4
Mir208a_24521	0	0	0	0	0	0
Mhrt_24522	0	0	0	0	0	0
Myh7_24523	0	1	0	0	0	2
Mir208b_24524	0	0	0	0	0	0
Unknown_24525	0	0	0	0	0	0
Ngdn_24526	1321	1574	1623	1059	1729	1324
Gm10364_24527	30	47	59	43	61	40
Unknown_24528	713	583	579	587	714	535
Zfhx2_24529	686	443	516	326	352	345
Thtpa_24530	754	642	574	710	869	600
Ap1g2_24531	3740	2841	2796	1880	2529	2003
Jph4_24532	0	1	0	0	0	1
Gm23596_24533	0	0	0	0	0	0
Dhrs2_24534	0	0	0	1	0	0
Gm8894_24535	3096	3116	3252	1796	2589	1904
Dhrs4_24536	1224	1533	1465	947	1212	952
Carmil3_24537	34	22	26	7	11	13
Cpne6_24538	0	0	0	0	2	0
Nrl_24539	0	0	0	0	0	0
Pck2_24540	6290	4837	4086	4053	5054	2671
Unknown_24541	68	50	63	37	32	35
Dcaf11_24542	3017	2754	2720	1669	2036	1543
Unknown_24543	332	253	248	183	214	160
Fitm1_24544	0	1	1	0	0	1
Psme1_24545	4542	4313	4202	3155	4047	2952
Emc9_24546	226	229	238	118	186	136
Psme2_24547	1411	1326	1287	994	1374	963
Rnf31_24548	1486	1372	1398	855	982	879
Irf9_24549	912	728	775	440	585	434
Rec8_24550	1	0	1	2	0	1
Ipo4_24551	2159	2818	2972	1610	2477	2079
Tm9sf1_24552	2514	3418	3228	1645	2514	1715
Tssk4_24553	26	33	47	18	12	10
Mdp1_24554	1084	886	939	625	910	658
Nedd8_24555	2722	3922	3713	2553	3716	2752
Gmpr2_24556	1731	1906	1880	1409	2025	1531
Tinf2_24557	1290	1173	1105	707	1019	670
Gm25887_24558	0	0	1	0	0	1
Tgm1_24559	538	716	695	536	664	498
Rabggta_24560	1404	1086	1063	2079	2241	1691
Dhrs1_24561	1014	781	838	786	950	673
Nop9_24562	2212	2914	2854	2300	3447	2889
Cideb_24563	107	115	134	139	173	139
Ltb4r2_24564	3	0	2	5	5	4
Ltb4r1_24565	101	38	39	348	234	164
Adcy4_24566	33	30	32	8	6	11
Ripk3_24567	2089	3042	3016	1897	2529	1869
Nfatc4_24568	1	1	3	1	1	1
Nynrin_24569	1	2	1	1	0	0
Unknown_24570	0	2	0	1	0	0
Cbln3_24571	3	3	3	31	8	5
Khnyn_24572	1532	1391	1364	1525	1110	717
Sdr39u1_24573	410	339	356	417	270	213
Cma1_24574	0	0	0	0	0	0
Cma2_24575	0	0	0	0	0	0
Unknown_24576	957	1276	1148	851	1287	1004
Mcpt1_24577	0	0	0	0	0	0
Mcpt9_24578	0	0	0	0	0	0
Mcpt2_24579	0	0	0	0	0	0
Mcpt4_24580	0	0	1	0	0	0
Mcpt8_24581	328	900	847	226	581	495
Mir6949_24582	0	0	0	0	0	0
Ctsg_24583	86167	138080	131774	59873	78473	58661
Gzme_24584	0	1	0	0	2	1
Gzmd_24585	0	0	0	0	0	0
Gzmg_24586	0	0	0	0	0	0
Gzmn_24587	0	0	0	0	0	0
Gzmf_24588	0	0	0	0	0	0
Gzmc_24589	0	0	0	0	0	0
Gm24118_24590	0	0	0	0	0	0
Gm4819_24591	1259	2014	1784	1409	1915	1375
Gzmb_24592	0	0	0	0	0	0
Atp12a_24593	0	0	0	0	0	0
Rnf17_24594	0	0	0	0	0	0
LOC115488392_24595	0	0	0	0	0	0
Cenpj_24596	1680	1688	1525	709	1207	857
Unknown_24597	4	5	5	1	2	1
Parp4_24598	3707	2756	2751	1108	1709	1197
Gm16573_24599	549	394	396	147	223	158
Mphosph8_24600	2232	2711	2596	1556	2543	1887
Unknown_24601	448	594	533	324	527	345
Pspc1_24602	1413	1717	1471	1121	1953	1443
Unknown_24603	10	9	9	5	6	8
Unknown_24604	6	6	3	6	10	8
Zmym5_24605	1885	1485	1572	809	1070	821
LOC115488428_24606	11	17	20	13	19	8
Unknown_24607	1	0	0	0	0	0
Gm22218_24608	0	0	0	0	0	0
Zmym2_24609	3501	3015	2822	1914	2586	1899
B020004C17Rik_24610	0	0	0	0	0	0
Gja3_24611	0	0	0	0	0	0
Gjb2_24612	0	0	0	0	0	0
Unknown_24613	0	0	0	0	0	0
Gjb6_24614	0	0	0	0	0	0
Cryl1_24615	327	439	425	183	329	192
Gm23593_24616	0	0	0	0	0	0
Ift88_24617	391	390	338	103	122	79
Unknown_24618	474	600	521	391	505	352
Unknown_24619	27	31	33	7	6	6
Il17d_24620	6	3	5	5	2	1
Eef1akmt1_24621	524	879	793	485	807	570
1700039M10Rik_24622	0	0	0	0	0	0
Xpo4_24623	1833	2490	2398	1962	3435	2941
Lats2_24624	2111	1951	2031	1071	1404	1111
Gm26440_24625	9	13	18	3	12	13
Unknown_24626	4215	3688	3970	2680	3423	2618
Sap18_24627	760	898	876	639	898	677
Mir3077_24628	4	2	1	2	6	1
Ska3_24629	1041	1552	1487	841	1523	1014
Mrpl57_24630	1080	1175	1242	913	1228	877
Gm22738_24631	2	6	1	0	3	1
Zdhhc20_24632	3256	2936	2865	2336	3167	2294
Micu2_24633	2362	2425	2283	1710	2514	1844
Unknown_24634	27	34	26	28	34	30
Fgf9_24635	0	1	1	0	0	1
Unknown_24636	0	0	0	0	0	0
Gm25614_24637	0	0	0	0	0	0
Gm9022_24638	10	12	14	6	17	2
Rpl13-ps3_24639	3185	3343	3307	2361	3037	2228
1700129C05Rik_24640	0	0	0	0	0	1
Gm5142_24641	0	0	0	0	0	0
Rcbtb1_24642	612	775	801	102	408	325
Phf11_24643	0	1	0	0	0	0
Phf11a_24644	1	3	5	3	7	3
Phf11b_24645	5	9	7	10	2	5
Phf11d_24646	8	13	14	6	15	15
Phf11c_24647	122	152	145	72	134	133
Setdb2_24648	822	857	826	501	931	689
Unknown_24649	13	20	24	8	16	9
Cab39l_24650	2199	2403	2287	1300	2062	1437
Cdadc1_24651	1032	1025	920	574	665	501
Shisa2_24652	21	6	4	49	0	1
Atp8a2_24653	8	10	12	45	28	24
Gm9013_24654	2440	3425	3275	2238	3069	2212
Unknown_24655	0	0	0	0	0	0
Unknown_24656	831	691	618	342	573	359
Gm16261_24657	3	1	2	2	2	2
Unknown_24658	3290	3921	3702	2367	3861	3050
Mir719_24659	410	480	447	299	495	376
Mtmr6_24660	2819	2297	2391	1670	2347	1721
Amer2_24661	0	0	0	0	0	0
Spata13_24662	1892	1895	1774	5294	4213	3589
C1qtnf9_24663	0	0	0	2	1	1
Unknown_24664	1	3	1	3	1	3
Mipep_24665	1358	1743	1620	1035	1654	1137
Tnfrsf19_24666	0	0	0	4	64	60
Sacs_24667	3120	3631	3107	1466	2682	2002
Sgcg_24668	0	0	0	2	1	1
Arl11_24669	2121	1440	1134	2026	2438	1543
Ebpl_24670	1086	1188	1288	489	726	581
Gm25716_24671	2	2	1	0	0	0
Kpna3_24672	4984	5691	5442	2573	4508	3355
Spryd7_24673	1116	1012	911	550	897	677
Trim13_24674	495	367	385	158	293	165
Dleu2_24675	388	393	396	150	300	203
Kcnrg_24676	11	3	11	1	7	4
Unknown_24677	88	80	80	34	41	37
Unknown_24678	49	64	54	20	27	35
Unknown_24679	114	102	128	50	80	44
Mir16-1_24680	18	24	24	7	11	14
Mir15a_24681	0	0	0	0	0	0
Unknown_24682	40	33	30	16	23	21
Unknown_24683	28	26	25	16	22	12
Unknown_24684	24	31	16	10	8	6
Unknown_24685	0	1	1	1	1	2
Unknown_24686	0	0	0	0	0	0
Dleu7_24687	0	0	0	0	0	0
Rnaseh2b_24688	1629	2227	2228	1068	1785	1277
Gucy1b2_24689	1	0	0	0	1	0
Gm24625_24690	0	0	0	0	0	0
Fam124a_24691	0	1	0	1	1	0
Gm23816_24692	0	0	0	0	0	0
Serpine3_24693	26	16	14	12	28	21
Unknown_24694	0	0	0	0	0	0
Ints6_24695	2592	3171	2945	1621	2704	1989
Unknown_24696	118	140	135	87	103	99
Unknown_24697	145	119	91	50	104	68
Wdfy2_24698	1020	810	784	450	688	532
Mir8098_24699	84	73	56	27	59	37
Mir6541_24700	0	0	0	0	0	0
Unknown_24701	0	0	0	1	1	0
Defb48_24702	0	0	0	0	0	0
Defb47_24703	0	0	0	0	0	0
Defb43_24704	0	0	0	0	0	0
Defb30_24705	0	0	0	0	0	0
Defb42_24706	0	1	0	0	0	0
Gm23629_24707	0	0	0	0	0	0
Ctsb_24708	13349	12845	13109	8107	9752	7371
Fdft1_24709	1360	2284	2395	2332	3802	2369
Neil2_24710	3	3	6	0	0	0
Gata4_24711	0	2	0	0	0	0
Blk_24712	0	0	0	0	0	0
Unknown_24713	0	1	1	2	0	2
Fam167a_24714	0	0	0	0	1	0
Tdh_24715	0	0	0	0	0	0
Unknown_24716	0	0	0	0	0	0
Mtmr9_24717	1761	2347	2186	1463	2486	1786
Unknown_24718	0	0	0	0	0	0
Xkr6_24719	0	0	0	0	0	0
Mir598_24720	0	0	0	0	0	0
Pinx1_24721	604	723	750	474	817	708
Sox7_24722	0	0	0	0	1	0
4930578I06Rik_24723	0	0	0	0	0	0
Rp1l1_24724	0	0	0	0	0	0
Prss55_24725	0	1	0	0	0	0
Prss51_24726	0	0	0	0	0	0
4930471C04Rik_24727	0	0	0	0	0	0
Prss52_24728	0	0	0	0	0	0
Unknown_24729	1	1	1	0	1	1
Msra_24730	695	661	661	548	597	481
Mir124a-1hg_24731	0	0	0	0	0	0
Mir124a-1_24732	0	0	0	0	0	0
Mir3078_24733	0	0	0	0	0	0
Kif13b_24734	762	663	650	406	557	464
Gm26225_24735	0	0	0	0	0	0
Hmbox1_24736	1398	1143	1020	1042	1572	1090
Gm20111_24737	5	0	6	1	3	5
Ints9_24738	1677	2385	1979	1682	2427	1658
Extl3_24739	85	298	248	164	198	150
Fzd3_24740	234	206	194	59	22	18
Unknown_24741	0	0	0	0	0	0
Fbxo16_24742	3	3	6	34	6	4
Zfp395_24743	1063	728	600	1248	1117	839
Pnoc_24744	0	1	0	0	2	0
Elp3_24745	2618	2748	2677	2258	2958	2180
Nuggc_24746	0	1	1	0	1	1
Scara5_24747	0	1	0	0	0	0
Pbk_24748	2041	2482	2285	1506	2620	1909
Esco2_24749	1314	1462	1482	905	1628	1213
Ccdc25_24750	1444	1906	2057	1069	1822	1406
Scara3_24751	0	0	0	0	0	0
Clu_24752	12	48	53	115	33	16
Gulo_24753	0	0	0	0	0	0
Adam2_24754	0	0	0	0	0	0
Unknown_24755	359	440	452	322	561	419
Ephx2_24756	0	0	0	0	0	0
Chrna2_24757	10	4	7	2	10	5
Ptk2b_24758	4233	4143	3982	2910	3395	2853
1700001G11Rik_24759	247	163	211	131	177	129
Trim35_24760	6544	5286	5250	3395	4823	3401
Stmn4_24761	0	0	1	0	0	0
Unknown_24762	0	0	0	0	0	0
Adra1a_24763	0	0	0	0	0	0
Unknown_24764	0	0	0	0	0	0
Dpysl2_24765	315	493	458	491	907	590
Gm5464_24766	10	20	9	5	11	10
Pnma2_24767	0	0	0	0	0	0
Unknown_24768	0	0	0	0	0	0
Gm24258_24769	0	0	0	0	0	0
Bnip3l_24770	4339	4623	4019	3798	3826	1922
Ppp2r2a_24771	3292	3995	3717	1986	3430	2484
Unknown_24772	0	0	0	0	0	0
Unknown_24773	0	0	0	0	0	0
Ebf2_24774	0	0	0	0	0	0
Unknown_24775	0	0	0	0	0	0
Gm6878_24776	0	0	0	0	0	0
Unknown_24777	0	0	0	0	0	0
4930438E09Rik_24778	0	0	0	0	0	0
Unknown_24779	0	0	0	0	0	0
Gm24981_24780	0	0	0	0	0	0
Unknown_24781	162	164	171	101	149	142
Cdca2_24782	2536	3514	3611	2454	3691	2714
Kctd9_24783	2135	2343	2218	926	1485	1008
Gnrh1_24784	46	23	40	11	18	15
Dock5_24785	6101	6009	5888	3560	6209	4777
Mir6539_24786	0	0	0	0	0	0
Nefm_24787	0	0	0	0	0	0
Nefl_24788	0	0	0	0	0	0
Gm22319_24789	0	0	0	0	0	0
Adam7_24790	0	0	0	0	0	0
Adamdec1_24791	0	0	0	0	0	0
Adam28_24792	0	0	0	0	0	0
Stc1_24793	30	49	13	664	120	92
Rps2-ps5_24794	2401	3616	3417	2299	3103	2380
1700092C10Rik_24795	0	0	0	0	0	0
Nkx2-6_24796	0	0	0	0	0	0
Nkx3-1_24797	0	0	0	0	0	0
Slc25a37_24798	7350	4988	5226	4315	4662	3934
Unknown_24799	0	0	0	0	0	0
Unknown_24800	188	124	134	139	124	125
Synb_24801	0	0	0	0	0	0
Gm16677_24802	0	0	0	0	0	1
Entpd4_24803	55	61	60	44	39	35
Unknown_24804	5	3	4	0	2	3
Gm16867_24805	131	99	90	74	66	80
Gm21451_24806	0	1	0	0	8	4
Unknown_24807	107	74	66	58	55	67
LOC115488278_24808	0	0	0	0	0	0
Unknown_24809	0	0	0	0	0	0
Entpd4b_24810	73	83	94	50	41	37
Unknown_24811	3	4	2	4	6	2
Unknown_24812	23	33	25	13	12	13
Loxl2_24813	8	20	23	23	65	29
Mir6950_24814	1	2	2	2	10	4
Unknown_24815	7	7	17	20	26	15
R3hcc1_24816	1199	1383	1290	1079	1507	1195
Chmp7_24817	1867	2134	2089	1436	1976	1507
Unknown_24818	66	45	49	54	32	29
Tnfrsf10b_24819	708	699	739	203	252	296
Rhobtb2_24820	1695	1675	1628	856	1263	1024
Pebp4_24821	0	0	1	0	0	0
Egr3_24822	1	2	2	3	2	0
Bin3_24823	2023	1926	1879	1266	1696	1275
Ccar2_24824	4001	4772	4373	2918	4153	3193
9930012K11Rik_24825	220	206	205	98	135	120
Pdlim2_24826	659	556	478	683	1018	780
Sorbs3_24827	6	9	8	3	0	11
Unknown_24828	2	4	7	1	0	1
Ppp3cc_24829	707	658	629	143	228	165
Slc39a14_24830	1250	1213	1321	560	976	862
Unknown_24831	216	189	230	253	358	230
Piwil2_24832	5	35	21	55	115	59
Unknown_24833	0	0	0	0	0	0
Unknown_24834	0	0	0	0	0	0
Polr3d_24835	580	799	805	441	845	685
Mir320_24836	0	1	0	0	0	0
Phyhip_24837	1	1	1	0	0	0
Bmp1_24838	141	311	278	20	31	26
Sftpc_24839	0	0	0	0	0	0
Lgi3_24840	0	0	0	0	0	0
Reep4_24841	2009	2241	2190	1473	2351	1766
Hr_24842	13	21	26	5	8	8
Nudt18_24843	862	652	664	753	812	616
Fam160b2_24844	1548	1458	1443	1065	1540	1095
Dmtn_24845	12	14	7	4	3	3
Fgf17_24846	0	0	0	0	1	0
Npm2_24847	4	0	5	14	12	13
Xpo7_24848	4156	4885	4594	2948	4620	3541
Dok2_24849	294	128	134	830	1245	1056
Gfra2_24850	0	2	0	0	0	0
Gm9192_24851	3	1	1	3	4	3
Gm23735_24852	0	0	0	0	0	0
Fndc3a_24853	7490	6000	5523	4991	5339	3597
Unknown_24854	292	230	252	234	221	159
Cysltr2_24855	1	0	0	0	0	0
Rcbtb2_24856	985	908	972	842	971	723
Unknown_24857	77	64	73	93	75	54
Rb1_24858	3750	3040	2867	1403	1982	1501
Mir687_24859	0	1	1	0	0	0
Lpar6_24860	742	381	419	359	315	272
Itm2b_24861	57100	56714	56816	33231	40882	29790
Med4_24862	1190	1673	1519	915	1448	1094
Nudt15_24863	212	301	273	156	266	163
Sucla2_24864	1979	2290	2124	1657	2693	1988
Unknown_24865	0	0	0	0	0	0
Gm24540_24866	0	0	0	0	0	0
Gm16409_24867	2666	2965	2940	2015	2696	1978
Unknown_24868	0	0	0	0	0	0
Unknown_24869	4100	4180	3751	2686	4123	2955
Htr2a_24870	3	2	1	240	86	39
Esd_24871	3548	4219	4236	2252	3545	2643
Lrch1_24872	1030	715	731	422	547	420
Rubcnl_24873	40	32	29	35	77	40
Lrrc63_24874	5	4	5	9	1	0
Lcp1_24875	27077	19759	17407	19276	28270	20585
Unknown_24876	0	0	0	0	0	0
Unknown_24877	1172	771	728	814	1036	717
Cpb2_24878	0	0	1	0	0	0
Zc3h13_24879	4303	5041	4646	2311	3697	2785
Siah3_24880	0	0	0	0	0	0
Cby2_24881	0	0	0	0	0	0
Erich6b_24882	0	0	0	0	0	0
Gm23622_24883	0	0	0	0	0	0
Cog3_24884	2170	2315	2194	1494	2062	1677
Unknown_24885	0	0	0	0	1	0
Slc25a30_24886	1160	1111	1084	437	662	431
Unknown_24887	67	47	54	18	12	9
Tpt1_24888	34737	26576	25698	13877	17692	13091
Snora31_24889	35	73	69	43	56	43
Gtf2f2_24890	1438	1918	1817	1601	2533	1913
Kctd4_24891	1	3	3	0	2	2
Gm25517_24892	0	0	0	0	0	0
Gpalpp1_24893	1982	1767	1686	1397	2107	1500
Nufip1_24894	1180	1496	1504	1051	1576	1233
Rps2-ps6_24895	6708	10034	9126	6102	8587	6266
Tsc22d1_24896	2896	1931	1937	365	427	290
Unknown_24897	0	0	0	0	0	0
Serp2_24898	0	0	0	0	0	0
Lacc1_24899	808	1045	953	900	991	787
Ccdc122_24900	567	460	364	459	530	366
Enox1_24901	0	1	0	8	13	4
Gm10132_24902	3774	4482	3992	2847	3739	2815
Gm6994_24903	0	0	0	0	0	0
Unknown_24904	0	0	0	0	0	0
Gm23823_24905	6	19	21	16	15	25
Gm1587_24906	0	0	0	0	0	0
Dnajc15_24907	562	500	511	602	989	668
Epsti1_24908	60	63	66	183	310	248
Unknown_24909	0	0	0	0	0	0
Fam216b_24910	0	0	0	0	0	0
Mir1971_24911	0	0	0	0	0	0
Unknown_24912	0	0	0	0	0	0
Tnfsf11_24913	1	1	1	0	1	1
Unknown_24914	0	0	0	0	0	0
Akap11_24915	2808	3275	2861	1557	2539	1800
Dgkh_24916	122	186	169	161	156	156
Gm26251_24917	0	0	0	0	0	0
Vwa8_24918	3013	2421	2463	1916	2150	1798
Zfp957_24919	20	19	23	17	16	12
Rgcc_24920	442	626	555	1293	964	725
Naa16_24921	1430	1481	1450	1124	1757	1428
Mtrf1_24922	308	331	272	314	467	330
Kbtbd7_24923	691	1101	1025	397	606	442
Kbtbd6_24924	58	68	71	52	25	23
Wbp4_24925	2205	2221	2029	1114	1734	1306
Elf1_24926	9900	11949	11597	7683	11075	8514
Unknown_24927	0	0	1	0	0	0
Sugt1_24928	2797	2527	2305	1927	2841	2045
Cnmd_24929	0	2	0	0	0	0
Mir759_24930	0	0	0	0	0	0
Pcdh8_24931	0	0	0	0	0	0
Unknown_24932	0	0	0	0	0	0
Gm10845_24933	0	0	0	0	0	0
Olfm4_24934	0	2	8	73	7	10
Gm9578_24935	9	14	7	11	19	13
Unknown_24936	0	0	0	0	0	0
Gm24774_24937	0	0	0	0	0	0
Pcdh17_24938	131	234	241	38	57	38
Gm23926_24939	0	0	0	0	0	0
Gm25115_24940	0	0	0	0	0	0
Diaph3_24941	2425	2869	2596	2438	3682	2659
Gm23278_24942	0	0	0	0	0	0
Tdrd3_24943	834	919	773	736	1107	846
Rps3a2_24944	20446	19089	18408	12814	16693	12089
Unknown_24945	0	0	0	0	0	0
Gm9274_24946	1	0	0	0	1	0
Pcdh20_24947	0	0	0	0	0	0
Gm25886_24948	0	0	0	0	0	0
Gm25415_24949	0	0	0	0	0	0
Unknown_24950	3522	5318	4824	3509	5545	3999
Gm25495_24951	0	0	0	0	0	0
Gm23225_24952	0	0	0	0	0	0
